"","PassengerId","Survived","Pclass","Name","Sex","SibSp","Parch","Ticket","Cabin","Age","Fare","new_Embarked"
"547",547,1,"2","Beane, Mrs. Edward (Ethel Clarke)","female",1,0,"2908","",19,26,"3"
"548",548,1,"2","Padro y Manent, Mr. Julian","male",0,0,"SC/PARIS 2146","",16,13.8625,"1"
"549",549,0,"3","Goldsmith, Mr. Frank John","male",1,1,"363291","",33,20.525,"3"
"550",550,1,"2","Davies, Master. John Morgan Jr","male",1,1,"C.A. 33112","",8,36.75,"3"
"551",551,1,"1","Thayer, Mr. John Borland Jr","male",0,2,"17421","C70",17,110.8833,"1"
"552",552,0,"2","Sharp, Mr. Percival James R","male",0,0,"244358","",27,26,"3"
"553",553,0,"3","O'Brien, Mr. Timothy","male",0,0,"330979","",49,7.8292,"2"
"554",554,1,"3","Leeni, Mr. Fahim (""Philip Zenni"")","male",0,0,"2620","",22,7.225,"1"
"555",555,1,"3","Ohman, Miss. Velin","female",0,0,"347085","",22,7.775,"3"
"556",556,0,"1","Wright, Mr. George","male",0,0,"113807","",62,26.55,"3"
"557",557,1,"1","Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")","female",1,0,"11755","A16",48,39.6,"1"
"558",558,0,"1","Robbins, Mr. Victor","male",0,0,"PC 17757","",18,227.525,"1"
"559",559,1,"1","Taussig, Mrs. Emil (Tillie Mandelbaum)","female",1,1,"110413","E67",39,79.65,"3"
"560",560,1,"3","de Messemaeker, Mrs. Guillaume Joseph (Emma)","female",1,0,"345572","",36,17.4,"3"
"561",561,0,"3","Morrow, Mr. Thomas Rowan","male",0,0,"372622","",49,7.75,"2"
"562",562,0,"3","Sivic, Mr. Husein","male",0,0,"349251","",40,7.8958,"3"
"563",563,0,"2","Norman, Mr. Robert Douglas","male",0,0,"218629","",28,13.5,"3"
"564",564,0,"3","Simmons, Mr. John","male",0,0,"SOTON/OQ 392082","",38,8.05,"3"
"565",565,0,"3","Meanwell, Miss. (Marion Ogden)","female",0,0,"SOTON/O.Q. 392087","",25,8.05,"3"
"566",566,0,"3","Davies, Mr. Alfred J","male",2,0,"A/4 48871","",24,24.15,"3"
"567",567,0,"3","Stoytcheff, Mr. Ilia","male",0,0,"349205","",19,7.8958,"3"
"568",568,0,"3","Palsson, Mrs. Nils (Alma Cornelia Berglund)","female",0,4,"349909","",29,21.075,"3"
"569",569,0,"3","Doharr, Mr. Tannous","male",0,0,"2686","",16,7.2292,"1"
"570",570,1,"3","Jonsson, Mr. Carl","male",0,0,"350417","",32,7.8542,"3"
"571",571,1,"2","Harris, Mr. George","male",0,0,"S.W./PP 752","",62,10.5,"3"
"572",572,1,"1","Appleton, Mrs. Edward Dale (Charlotte Lamson)","female",2,0,"11769","C101",53,51.4792,"3"
"573",573,1,"1","Flynn, Mr. John Irwin (""Irving"")","male",0,0,"PC 17474","E25",36,26.3875,"3"
"574",574,1,"3","Kelly, Miss. Mary","female",0,0,"14312","",25,7.75,"2"
"575",575,0,"3","Rush, Mr. Alfred George John","male",0,0,"A/4. 20589","",16,8.05,"3"
"576",576,0,"3","Patchett, Mr. George","male",0,0,"358585","",19,14.5,"3"
"577",577,1,"2","Garside, Miss. Ethel","female",0,0,"243880","",34,13,"3"
"578",578,1,"1","Silvey, Mrs. William Baird (Alice Munger)","female",1,0,"13507","E44",39,55.9,"3"
"579",579,0,"3","Caram, Mrs. Joseph (Maria Elias)","female",1,0,"2689","",28,14.4583,"1"
"580",580,1,"3","Jussila, Mr. Eiriik","male",0,0,"STON/O 2. 3101286","",32,7.925,"3"
"581",581,1,"2","Christy, Miss. Julie Rachel","female",1,1,"237789","",25,30,"3"
"582",582,1,"1","Thayer, Mrs. John Borland (Marian Longstreth Morris)","female",1,1,"17421","C68",39,110.8833,"1"
"583",583,0,"2","Downton, Mr. William James","male",0,0,"28403","",54,26,"3"
"584",584,0,"1","Ross, Mr. John Hugo","male",0,0,"13049","A10",36,40.125,"1"
"585",585,0,"3","Paulner, Mr. Uscher","male",0,0,"3411","",26,8.7125,"1"
"586",586,1,"1","Taussig, Miss. Ruth","female",0,2,"110413","E68",18,79.65,"3"
"587",587,0,"2","Jarvis, Mr. John Denzil","male",0,0,"237565","",47,15,"3"
"588",588,1,"1","Frolicher-Stehli, Mr. Maxmillian","male",1,1,"13567","B41",60,79.2,"1"
"589",589,0,"3","Gilinski, Mr. Eliezer","male",0,0,"14973","",22,8.05,"3"
"590",590,0,"3","Murdlin, Mr. Joseph","male",0,0,"A./5. 3235","",49,8.05,"3"
"591",591,0,"3","Rintamaki, Mr. Matti","male",0,0,"STON/O 2. 3101273","",35,7.125,"3"
"592",592,1,"1","Stephenson, Mrs. Walter Bertram (Martha Eustis)","female",1,0,"36947","D20",52,78.2667,"1"
"593",593,0,"3","Elsbury, Mr. William James","male",0,0,"A/5 3902","",47,7.25,"3"
"594",594,0,"3","Bourke, Miss. Mary","female",0,2,"364848","",38,7.75,"2"
"595",595,0,"2","Chapman, Mr. John Henry","male",1,0,"SC/AH 29037","",37,26,"3"
"596",596,0,"3","Van Impe, Mr. Jean Baptiste","male",1,1,"345773","",36,24.15,"3"
"597",597,1,"2","Leitch, Miss. Jessie Wills","female",0,0,"248727","",10,33,"3"
"598",598,0,"3","Johnson, Mr. Alfred","male",0,0,"LINE","",49,0,"3"
"599",599,0,"3","Boulos, Mr. Hanna","male",0,0,"2664","",14,7.225,"1"
"600",600,1,"1","Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")","male",1,0,"PC 17485","A20",49,56.9292,"1"
"601",601,1,"2","Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)","female",2,1,"243847","",24,27,"3"
"602",602,0,"3","Slabenoff, Mr. Petco","male",0,0,"349214","",40,7.8958,"3"
"603",603,0,"1","Harrington, Mr. Charles H","male",0,0,"113796","",4,42.4,"3"
"604",604,0,"3","Torber, Mr. Ernst William","male",0,0,"364511","",44,8.05,"3"
"605",605,1,"1","Homer, Mr. Harry (""Mr E Haven"")","male",0,0,"111426","",35,26.55,"1"
"606",606,0,"3","Lindell, Mr. Edvard Bengtsson","male",1,0,"349910","",36,15.55,"3"
"607",607,0,"3","Karaic, Mr. Milan","male",0,0,"349246","",30,7.8958,"3"
"608",608,1,"1","Daniel, Mr. Robert Williams","male",0,0,"113804","",27,30.5,"3"
"609",609,1,"2","Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)","female",1,2,"SC/Paris 2123","",22,41.5792,"1"
"610",610,1,"1","Shutes, Miss. Elizabeth W","female",0,0,"PC 17582","C125",40,153.4625,"3"
"611",611,0,"3","Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)","female",1,5,"347082","",39,31.275,"3"
"612",612,0,"3","Jardin, Mr. Jose Neto","male",0,0,"SOTON/O.Q. 3101305","",40,7.05,"3"
"613",613,1,"3","Murphy, Miss. Margaret Jane","female",1,0,"367230","",36,15.5,"2"
"614",614,0,"3","Horgan, Mr. John","male",0,0,"370377","",40,7.75,"2"
"615",615,0,"3","Brocklebank, Mr. William Alfred","male",0,0,"364512","",35,8.05,"3"
"616",616,1,"2","Herman, Miss. Alice","female",1,2,"220845","",24,65,"3"
"617",617,0,"3","Danbom, Mr. Ernst Gilbert","male",1,1,"347080","",34,14.4,"3"
"618",618,0,"3","Lobb, Mrs. William Arthur (Cordelia K Stanlick)","female",1,0,"A/5. 3336","",26,16.1,"3"
"619",619,1,"2","Becker, Miss. Marion Louise","female",2,1,"230136","F4",4,39,"3"
"620",620,0,"2","Gavey, Mr. Lawrence","male",0,0,"31028","",26,10.5,"3"
"621",621,0,"3","Yasbeck, Mr. Antoni","male",1,0,"2659","",27,14.4542,"1"
"622",622,1,"1","Kimball, Mr. Edwin Nelson Jr","male",1,0,"11753","D19",42,52.5542,"3"
"623",623,1,"3","Nakid, Mr. Sahid","male",1,1,"2653","",20,15.7417,"1"
"624",624,0,"3","Hansen, Mr. Henry Damsgaard","male",0,0,"350029","",21,7.8542,"3"
"625",625,0,"3","Bowen, Mr. David John ""Dai""","male",0,0,"54636","",21,16.1,"3"
"626",626,0,"1","Sutton, Mr. Frederick","male",0,0,"36963","D50",61,32.3208,"3"
"627",627,0,"2","Kirkland, Rev. Charles Leonard","male",0,0,"219533","",57,12.35,"2"
"628",628,1,"1","Longley, Miss. Gretchen Fiske","female",0,0,"13502","D9",21,77.9583,"3"
"629",629,0,"3","Bostandyeff, Mr. Guentcho","male",0,0,"349224","",26,7.8958,"3"
"630",630,0,"3","O'Connell, Mr. Patrick D","male",0,0,"334912","",25,7.7333,"2"
"631",631,1,"1","Barkworth, Mr. Algernon Henry Wilson","male",0,0,"27042","A23",80,30,"3"
"632",632,0,"3","Lundahl, Mr. Johan Svensson","male",0,0,"347743","",51,7.0542,"3"
"633",633,1,"1","Stahelin-Maeglin, Dr. Max","male",0,0,"13214","B50",32,30.5,"1"
"634",634,0,"1","Parr, Mr. William Henry Marsh","male",0,0,"112052","",19,0,"3"
"635",635,0,"3","Skoog, Miss. Mabel","female",3,2,"347088","",9,27.9,"3"
"636",636,1,"2","Davis, Miss. Mary","female",0,0,"237668","",28,13,"3"
"637",637,0,"3","Leinonen, Mr. Antti Gustaf","male",0,0,"STON/O 2. 3101292","",32,7.925,"3"
"638",638,0,"2","Collyer, Mr. Harvey","male",1,1,"C.A. 31921","",31,26.25,"3"
"639",639,0,"3","Panula, Mrs. Juha (Maria Emilia Ojala)","female",0,5,"3101295","",41,39.6875,"3"
"640",640,0,"3","Thorneycroft, Mr. Percival","male",1,0,"376564","",21,16.1,"3"
"641",641,0,"3","Jensen, Mr. Hans Peder","male",0,0,"350050","",20,7.8542,"3"
"642",642,1,"1","Sagesser, Mlle. Emma","female",0,0,"PC 17477","B35",24,69.3,"1"
"643",643,0,"3","Skoog, Miss. Margit Elizabeth","female",3,2,"347088","",2,27.9,"3"
"644",644,1,"3","Foo, Mr. Choong","male",0,0,"1601","",50,56.4958,"3"
"645",645,1,"3","Baclini, Miss. Eugenie","female",2,1,"2666","",0.75,19.2583,"1"
"646",646,1,"1","Harper, Mr. Henry Sleeper","male",1,0,"PC 17572","D33",48,76.7292,"1"
"647",647,0,"3","Cor, Mr. Liudevit","male",0,0,"349231","",19,7.8958,"3"
"648",648,1,"1","Simonius-Blumer, Col. Oberst Alfons","male",0,0,"13213","A26",56,35.5,"1"
"649",649,0,"3","Willey, Mr. Edward","male",0,0,"S.O./P.P. 751","",19,7.55,"3"
"650",650,1,"3","Stanley, Miss. Amy Zillah Elsie","female",0,0,"CA. 2314","",23,7.55,"3"
"651",651,0,"3","Mitkoff, Mr. Mito","male",0,0,"349221","",49,7.8958,"3"
"652",652,1,"2","Doling, Miss. Elsie","female",0,1,"231919","",18,23,"3"
"653",653,0,"3","Kalvik, Mr. Johannes Halvorsen","male",0,0,"8475","",21,8.4333,"3"
"654",654,1,"3","O'Leary, Miss. Hanora ""Norah""","female",0,0,"330919","",49,7.8292,"2"
"655",655,0,"3","Hegarty, Miss. Hanora ""Nora""","female",0,0,"365226","",18,6.75,"2"
"656",656,0,"2","Hickman, Mr. Leonard Mark","male",2,0,"S.O.C. 14879","",24,73.5,"3"
"657",657,0,"3","Radeff, Mr. Alexander","male",0,0,"349223","",19,7.8958,"3"
"658",658,0,"3","Bourke, Mrs. John (Catherine)","female",1,1,"364849","",32,15.5,"2"
"659",659,0,"2","Eitemiller, Mr. George Floyd","male",0,0,"29751","",23,13,"3"
"660",660,0,"1","Newell, Mr. Arthur Webster","male",0,2,"35273","D48",58,113.275,"1"
"661",661,1,"1","Frauenthal, Dr. Henry William","male",2,0,"PC 17611","",50,133.65,"3"
"662",662,0,"3","Badt, Mr. Mohamed","male",0,0,"2623","",40,7.225,"1"
"663",663,0,"1","Colley, Mr. Edward Pomeroy","male",0,0,"5727","E58",47,25.5875,"3"
"664",664,0,"3","Coleff, Mr. Peju","male",0,0,"349210","",36,7.4958,"3"
"665",665,1,"3","Lindqvist, Mr. Eino William","male",1,0,"STON/O 2. 3101285","",20,7.925,"3"
"666",666,0,"2","Hickman, Mr. Lewis","male",2,0,"S.O.C. 14879","",32,73.5,"3"
"667",667,0,"2","Butler, Mr. Reginald Fenton","male",0,0,"234686","",25,13,"3"
"668",668,0,"3","Rommetvedt, Mr. Knud Paust","male",0,0,"312993","",19,7.775,"3"
"669",669,0,"3","Cook, Mr. Jacob","male",0,0,"A/5 3536","",43,8.05,"3"
"670",670,1,"1","Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)","female",1,0,"19996","C126",55,52,"3"
"671",671,1,"2","Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)","female",1,1,"29750","",40,39,"3"
"672",672,0,"1","Davidson, Mr. Thornton","male",1,0,"F.C. 12750","B71",31,52,"3"
"673",673,0,"2","Mitchell, Mr. Henry Michael","male",0,0,"C.A. 24580","",70,10.5,"3"
"674",674,1,"2","Wilhelms, Mr. Charles","male",0,0,"244270","",31,13,"3"
"675",675,0,"2","Watson, Mr. Ennis Hastings","male",0,0,"239856","",36,0,"3"
"676",676,0,"3","Edvardsson, Mr. Gustaf Hjalmar","male",0,0,"349912","",18,7.775,"3"
"677",677,0,"3","Sawyer, Mr. Frederick Charles","male",0,0,"342826","",24.5,8.05,"3"
"678",678,1,"3","Turja, Miss. Anna Sofia","female",0,0,"4138","",18,9.8417,"3"
"679",679,0,"3","Goodwin, Mrs. Frederick (Augusta Tyler)","female",1,6,"CA 2144","",43,46.9,"3"
"680",680,1,"1","Cardeza, Mr. Thomas Drake Martinez","male",0,1,"PC 17755","B51 B53 B55",36,512.3292,"1"
"681",681,0,"3","Peters, Miss. Katie","female",0,0,"330935","",25,8.1375,"2"
"682",682,1,"1","Hassab, Mr. Hammad","male",0,0,"PC 17572","D49",27,76.7292,"1"
"683",683,0,"3","Olsvigen, Mr. Thor Anderson","male",0,0,"6563","",20,9.225,"3"
"684",684,0,"3","Goodwin, Mr. Charles Edward","male",5,2,"CA 2144","",14,46.9,"3"
"685",685,0,"2","Brown, Mr. Thomas William Solomon","male",1,1,"29750","",60,39,"3"
"686",686,0,"2","Laroche, Mr. Joseph Philippe Lemercier","male",1,2,"SC/Paris 2123","",25,41.5792,"1"
"687",687,0,"3","Panula, Mr. Jaako Arnold","male",4,1,"3101295","",14,39.6875,"3"
"688",688,0,"3","Dakic, Mr. Branko","male",0,0,"349228","",19,10.1708,"3"
"689",689,0,"3","Fischer, Mr. Eberhard Thelander","male",0,0,"350036","",18,7.7958,"3"
"690",690,1,"1","Madill, Miss. Georgette Alexandra","female",0,1,"24160","B5",15,211.3375,"3"
"691",691,1,"1","Dick, Mr. Albert Adrian","male",1,0,"17474","B20",31,57,"3"
"692",692,1,"3","Karun, Miss. Manca","female",0,1,"349256","",4,13.4167,"1"
"693",693,1,"3","Lam, Mr. Ali","male",0,0,"1601","",50,56.4958,"3"
"694",694,0,"3","Saad, Mr. Khalil","male",0,0,"2672","",25,7.225,"1"
"695",695,0,"1","Weir, Col. John","male",0,0,"113800","",60,26.55,"3"
"696",696,0,"2","Chapman, Mr. Charles Henry","male",0,0,"248731","",52,13.5,"3"
"697",697,0,"3","Kelly, Mr. James","male",0,0,"363592","",44,8.05,"3"
"698",698,1,"3","Mullens, Miss. Katherine ""Katie""","female",0,0,"35852","",39,7.7333,"2"
"699",699,0,"1","Thayer, Mr. John Borland","male",1,1,"17421","C68",49,110.8833,"1"
"700",700,0,"3","Humblen, Mr. Adolf Mathias Nicolai Olsen","male",0,0,"348121","F G63",42,7.65,"3"
"701",701,1,"1","Astor, Mrs. John Jacob (Madeleine Talmadge Force)","female",1,0,"PC 17757","C62 C64",18,227.525,"1"
"702",702,1,"1","Silverthorne, Mr. Spencer Victor","male",0,0,"PC 17475","E24",35,26.2875,"3"
"703",703,0,"3","Barbara, Miss. Saiide","female",0,1,"2691","",18,14.4542,"1"
"704",704,0,"3","Gallagher, Mr. Martin","male",0,0,"36864","",25,7.7417,"2"
"705",705,0,"3","Hansen, Mr. Henrik Juul","male",1,0,"350025","",26,7.8542,"3"
"706",706,0,"2","Morley, Mr. Henry Samuel (""Mr Henry Marshall"")","male",0,0,"250655","",39,26,"3"
"707",707,1,"2","Kelly, Mrs. Florence ""Fannie""","female",0,0,"223596","",45,13.5,"3"
"708",708,1,"1","Calderhead, Mr. Edward Pennington","male",0,0,"PC 17476","E24",42,26.2875,"3"
"709",709,1,"1","Cleaver, Miss. Alice","female",0,0,"113781","",22,151.55,"3"
"710",710,1,"3","Moubarek, Master. Halim Gonios (""William George"")","male",1,1,"2661","",55,15.2458,"1"
"711",711,1,"1","Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")","female",0,0,"PC 17482","C90",24,49.5042,"1"
"712",712,0,"1","Klaber, Mr. Herman","male",0,0,"113028","C124",13,26.55,"3"
"713",713,1,"1","Taylor, Mr. Elmer Zebley","male",1,0,"19996","C126",48,52,"3"
"714",714,0,"3","Larsson, Mr. August Viktor","male",0,0,"7545","",29,9.4833,"3"
"715",715,0,"2","Greenberg, Mr. Samuel","male",0,0,"250647","",52,13,"3"
"716",716,0,"3","Soholt, Mr. Peter Andreas Lauritz Andersen","male",0,0,"348124","F G73",19,7.65,"3"
"717",717,1,"1","Endres, Miss. Caroline Louise","female",0,0,"PC 17757","C45",38,227.525,"1"
"718",718,1,"2","Troutt, Miss. Edwina Celia ""Winnie""","female",0,0,"34218","E101",27,10.5,"3"
"719",719,0,"3","McEvoy, Mr. Michael","male",0,0,"36568","",19,15.5,"2"
"720",720,0,"3","Johnson, Mr. Malkolm Joackim","male",0,0,"347062","",33,7.775,"3"
"721",721,1,"2","Harper, Miss. Annie Jessie ""Nina""","female",0,1,"248727","",6,33,"3"
"722",722,0,"3","Jensen, Mr. Svend Lauritz","male",1,0,"350048","",17,7.0542,"3"
"723",723,0,"2","Gillespie, Mr. William Henry","male",0,0,"12233","",34,13,"3"
"724",724,0,"2","Hodges, Mr. Henry Price","male",0,0,"250643","",50,13,"3"
"725",725,1,"1","Chambers, Mr. Norman Campbell","male",1,0,"113806","E8",27,53.1,"3"
"726",726,0,"3","Oreskovic, Mr. Luka","male",0,0,"315094","",20,8.6625,"3"
"727",727,1,"2","Renouf, Mrs. Peter Henry (Lillian Jefferys)","female",3,0,"31027","",30,21,"3"
"728",728,1,"3","Mannion, Miss. Margareth","female",0,0,"36866","",19,7.7375,"2"
"729",729,0,"2","Bryhl, Mr. Kurt Arnold Gottfrid","male",1,0,"236853","",25,26,"3"
"730",730,0,"3","Ilmakangas, Miss. Pieta Sofia","female",1,0,"STON/O2. 3101271","",25,7.925,"3"
"731",731,1,"1","Allen, Miss. Elisabeth Walton","female",0,0,"24160","B5",29,211.3375,"3"
"732",732,0,"3","Hassan, Mr. Houssein G N","male",0,0,"2699","",11,18.7875,"1"
"733",733,0,"2","Knight, Mr. Robert J","male",0,0,"239855","",36,0,"3"
"734",734,0,"2","Berriman, Mr. William John","male",0,0,"28425","",23,13,"3"
"735",735,0,"2","Troupiansky, Mr. Moses Aaron","male",0,0,"233639","",23,13,"3"
"736",736,0,"3","Williams, Mr. Leslie","male",0,0,"54636","",28.5,16.1,"3"
"737",737,0,"3","Ford, Mrs. Edward (Margaret Ann Watson)","female",1,3,"W./C. 6608","",48,34.375,"3"
"738",738,1,"1","Lesurer, Mr. Gustave J","male",0,0,"PC 17755","B101",35,512.3292,"1"
"739",739,0,"3","Ivanoff, Mr. Kanio","male",0,0,"349201","",49,7.8958,"3"
"740",740,0,"3","Nankoff, Mr. Minko","male",0,0,"349218","",49,7.8958,"3"
"741",741,1,"1","Hawksford, Mr. Walter James","male",0,0,"16988","D45",39,30,"3"
"742",742,0,"1","Cavendish, Mr. Tyrell William","male",1,0,"19877","C46",36,78.85,"3"
"743",743,1,"1","Ryerson, Miss. Susan Parker ""Suzette""","female",2,2,"PC 17608","B57 B59 B63 B66",21,262.375,"1"
"744",744,0,"3","McNamee, Mr. Neal","male",1,0,"376566","",24,16.1,"3"
"745",745,1,"3","Stranden, Mr. Juho","male",0,0,"STON/O 2. 3101288","",31,7.925,"3"
"746",746,0,"1","Crosby, Capt. Edward Gifford","male",1,1,"WE/P 5735","B22",70,71,"3"
"747",747,0,"3","Abbott, Mr. Rossmore Edward","male",1,1,"C.A. 2673","",16,20.25,"3"
"748",748,1,"2","Sinkkonen, Miss. Anna","female",0,0,"250648","",30,13,"3"
"749",749,0,"1","Marvin, Mr. Daniel Warner","male",1,0,"113773","D30",19,53.1,"3"
"750",750,0,"3","Connaghton, Mr. Michael","male",0,0,"335097","",31,7.75,"2"
"751",751,1,"2","Wells, Miss. Joan","female",1,1,"29103","",4,23,"3"
"752",752,1,"3","Moor, Master. Meier","male",0,1,"392096","E121",6,12.475,"3"
"753",753,0,"3","Vande Velde, Mr. Johannes Joseph","male",0,0,"345780","",33,9.5,"3"
"754",754,0,"3","Jonkoff, Mr. Lalio","male",0,0,"349204","",23,7.8958,"3"
"755",755,1,"2","Herman, Mrs. Samuel (Jane Laver)","female",1,2,"220845","",48,65,"3"
"756",756,1,"2","Hamalainen, Master. Viljo","male",1,1,"250649","",0.67,14.5,"3"
"757",757,0,"3","Carlsson, Mr. August Sigfrid","male",0,0,"350042","",28,7.7958,"3"
"758",758,0,"2","Bailey, Mr. Percy Andrew","male",0,0,"29108","",18,11.5,"3"
"759",759,0,"3","Theobald, Mr. Thomas Leonard","male",0,0,"363294","",34,8.05,"3"
"760",760,1,"1","Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)","female",0,0,"110152","B77",33,86.5,"3"
"761",761,0,"3","Garfirth, Mr. John","male",0,0,"358585","",26,14.5,"3"
"762",762,0,"3","Nirva, Mr. Iisakki Antino Aijo","male",0,0,"SOTON/O2 3101272","",41,7.125,"3"
"763",763,1,"3","Barah, Mr. Hanna Assi","male",0,0,"2663","",20,7.2292,"1"
"764",764,1,"1","Carter, Mrs. William Ernest (Lucile Polk)","female",1,2,"113760","B96 B98",36,120,"3"
"765",765,0,"3","Eklund, Mr. Hans Linus","male",0,0,"347074","",16,7.775,"3"
"766",766,1,"1","Hogeboom, Mrs. John C (Anna Andrews)","female",1,0,"13502","D11",51,77.9583,"3"
"767",767,0,"1","Brewe, Dr. Arthur Jackson","male",0,0,"112379","",76,39.6,"1"
"768",768,0,"3","Mangan, Miss. Mary","female",0,0,"364850","",30.5,7.75,"2"
"769",769,0,"3","Moran, Mr. Daniel J","male",1,0,"371110","",24,24.15,"2"
"770",770,0,"3","Gronnestad, Mr. Daniel Danielsen","male",0,0,"8471","",32,8.3625,"3"
"771",771,0,"3","Lievens, Mr. Rene Aime","male",0,0,"345781","",24,9.5,"3"
"772",772,0,"3","Jensen, Mr. Niels Peder","male",0,0,"350047","",48,7.8542,"3"
"773",773,0,"2","Mack, Mrs. (Mary)","female",0,0,"S.O./P.P. 3","E77",57,10.5,"3"
"774",774,0,"3","Elias, Mr. Dibo","male",0,0,"2674","",16,7.225,"1"
"775",775,1,"2","Hocking, Mrs. Elizabeth (Eliza Needs)","female",1,3,"29105","",54,23,"3"
"776",776,0,"3","Myhrman, Mr. Pehr Fabian Oliver Malkolm","male",0,0,"347078","",18,7.75,"3"
"777",777,0,"3","Tobin, Mr. Roger","male",0,0,"383121","F38",38,7.75,"2"
"778",778,1,"3","Emanuel, Miss. Virginia Ethel","female",0,0,"364516","",5,12.475,"3"
"779",779,0,"3","Kilgannon, Mr. Thomas J","male",0,0,"36865","",49,7.7375,"2"
"780",780,1,"1","Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)","female",0,1,"24160","B3",43,211.3375,"3"
"781",781,1,"3","Ayoub, Miss. Banoura","female",0,0,"2687","",13,7.2292,"1"
"782",782,1,"1","Dick, Mrs. Albert Adrian (Vera Gillespie)","female",1,0,"17474","B20",17,57,"3"
"783",783,0,"1","Long, Mr. Milton Clyde","male",0,0,"113501","D6",29,30,"3"
"784",784,0,"3","Johnston, Mr. Andrew G","male",1,2,"W./C. 6607","",24,23.45,"3"
"785",785,0,"3","Ali, Mr. William","male",0,0,"SOTON/O.Q. 3101312","",25,7.05,"3"
"786",786,0,"3","Harmer, Mr. Abraham (David Lishin)","male",0,0,"374887","",25,7.25,"3"
"787",787,1,"3","Sjoblom, Miss. Anna Sofia","female",0,0,"3101265","",18,7.4958,"3"
"788",788,0,"3","Rice, Master. George Hugh","male",4,1,"382652","",8,29.125,"2"
"789",789,1,"3","Dean, Master. Bertram Vere","male",1,2,"C.A. 2315","",1,20.575,"3"
"790",790,0,"1","Guggenheim, Mr. Benjamin","male",0,0,"PC 17593","B82 B84",46,79.2,"1"
"791",791,0,"3","Keane, Mr. Andrew ""Andy""","male",0,0,"12460","",49,7.75,"2"
"792",792,0,"2","Gaskell, Mr. Alfred","male",0,0,"239865","",16,26,"3"
"793",793,0,"3","Sage, Miss. Stella Anna","female",8,2,"CA. 2343","",71,69.55,"3"
"794",794,0,"1","Hoyt, Mr. William Fisher","male",0,0,"PC 17600","",29,30.6958,"1"
"795",795,0,"3","Dantcheff, Mr. Ristiu","male",0,0,"349203","",25,7.8958,"3"
"796",796,0,"2","Otter, Mr. Richard","male",0,0,"28213","",39,13,"3"
"797",797,1,"1","Leader, Dr. Alice (Farnham)","female",0,0,"17465","D17",49,25.9292,"3"
"798",798,1,"3","Osman, Mrs. Mara","female",0,0,"349244","",31,8.6833,"3"
"799",799,0,"3","Ibrahim Shawah, Mr. Yousseff","male",0,0,"2685","",30,7.2292,"1"
"800",800,0,"3","Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)","female",1,1,"345773","",30,24.15,"3"
"801",801,0,"2","Ponesell, Mr. Martin","male",0,0,"250647","",34,13,"3"
"802",802,1,"2","Collyer, Mrs. Harvey (Charlotte Annie Tate)","female",1,1,"C.A. 31921","",31,26.25,"3"
"803",803,1,"1","Carter, Master. William Thornton II","male",1,2,"113760","B96 B98",11,120,"3"
"804",804,1,"3","Thomas, Master. Assad Alexander","male",0,1,"2625","",0.42,8.5167,"1"
"805",805,1,"3","Hedman, Mr. Oskar Arvid","male",0,0,"347089","",27,6.975,"3"
"806",806,0,"3","Johansson, Mr. Karl Johan","male",0,0,"347063","",31,7.775,"3"
"807",807,0,"1","Andrews, Mr. Thomas Jr","male",0,0,"112050","A36",39,0,"3"
"808",808,0,"3","Pettersson, Miss. Ellen Natalia","female",0,0,"347087","",18,7.775,"3"
"809",809,0,"2","Meyer, Mr. August","male",0,0,"248723","",39,13,"3"
"810",810,1,"1","Chambers, Mrs. Norman Campbell (Bertha Griggs)","female",1,0,"113806","E8",33,53.1,"3"
"811",811,0,"3","Alexander, Mr. William","male",0,0,"3474","",26,7.8875,"3"
"812",812,0,"3","Lester, Mr. James","male",0,0,"A/4 48871","",39,24.15,"3"
"813",813,0,"2","Slemen, Mr. Richard James","male",0,0,"28206","",35,10.5,"3"
"814",814,0,"3","Andersson, Miss. Ebba Iris Alfrida","female",4,2,"347082","",6,31.275,"3"
"815",815,0,"3","Tomlin, Mr. Ernest Portage","male",0,0,"364499","",30.5,8.05,"3"
"816",816,0,"1","Fry, Mr. Richard","male",0,0,"112058","B102",19,0,"3"
"817",817,0,"3","Heininen, Miss. Wendla Maria","female",0,0,"STON/O2. 3101290","",23,7.925,"3"
"818",818,0,"2","Mallet, Mr. Albert","male",1,1,"S.C./PARIS 2079","",31,37.0042,"1"
"819",819,0,"3","Holm, Mr. John Fredrik Alexander","male",0,0,"C 7075","",43,6.45,"3"
"820",820,0,"3","Skoog, Master. Karl Thorsten","male",3,2,"347088","",10,27.9,"3"
"821",821,1,"1","Hays, Mrs. Charles Melville (Clara Jennings Gregg)","female",1,1,"12749","B69",52,93.5,"3"
